word1	word2	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10
embarrass	insult	1	3	1	3	4	6	2	3	3	5
accelerate	go	2	4	3	4	6	6	4	3	6	4
break	deteriorate	1	4	3	2	4	4	4	3	3	4
introduce	show	1	4	4	5	4	6	3	4	2	4
make	reproduce	2	3	4	2	4	5	3	5	5	2
recruit	take	0	1	2	1	3	3	0	1	2	3
update	pick	1	1	2	0	3	2	0	1	1	0
die	disintegrate	1	1	4	1	3	2	1	2	3	1
descend	go	1	3	4	1	3	3	0	3	2	0
touch	kiss	1	2	2	1	4	2	2	4	3	0
smoke	forgive	1	0	0	0	0	0	0	1	0	0
instruct	direct	2	3	1	6	6	6	4	5	6	0
keep	snatch	1	1	2	0	0	3	0	3	1	0
holler	call	5	4	3	4	4	6	4	5	6	3
aid	help	6	4	4	6	6	6	6	6	6	6
reappear	see	1	3	1	1	4	4	1	2	2	0
agree	overflow	1	1	1	0	0	0	0	1	0	0
find	determine	4	5	1	0	4	5	4	3	5	2
toss	catch	1	5	2	0	6	0	0	1	6	0
exist	perish	1	1	1	0	0	0	0	1	1	0
despise	taste	1	0	1	0	0	0	0	1	0	0
survive	heal	1	5	1	0	6	5	0	3	0	2
rip	fold	1	2	1	0	0	0	0	1	0	0
take	seize	6	4	3	5	6	6	4	5	5	5
dismiss	push	1	0	2	1	2	2	1	1	1	1
search	inquire	5	5	2	3	5	6	4	4	3	4
achieve	try	1	4	2	0	4	5	2	4	3	0
remove	unload	2	4	3	1	6	6	3	5	5	0
worry	despair	3	4	4	4	6	6	2	3	6	2
allow	erode	1	0	1	0	0	0	0	1	1	0
deliver	take	1	0	2	0	6	0	0	1	5	0
spawn	litter	1	4	1	1	6	2	0	1	2	0
hurt	slap	3	4	1	2	6	5	2	3	2	0
dismiss	allow	1	0	3	0	4	4	0	1	2	0
whisper	yell	1	0	2	0	0	0	0	1	0	1
disallow	allow	1	0	0	0	0	0	0	1	0	1
try	succeed	1	5	2	0	5	2	1	2	4	2
discourage	hate	1	3	1	0	4	5	2	1	1	0
beat	hurt	3	4	3	1	6	6	2	4	1	4
beg	implode	1	3	1	0	6	0	0	1	2	0
seize	stop	2	5	5	4	6	5	0	2	6	0
reject	condemn	4	5	5	5	6	6	1	5	4	4
save	protect	5	6	5	5	6	6	4	3	5	3
grasp	understand	6	5	5	4	4	6	6	4	6	5
supply	deny	1	0	1	0	0	0	0	1	0	0
pinch	hurt	3	4	2	1	6	6	2	5	4	1
divide	separate	4	6	5	5	6	6	1	6	6	3
start	develop	2	3	4	4	4	5	0	4	6	2
blame	hate	1	3	2	1	3	5	0	3	1	0
think	hesitate	1	4	2	2	4	0	0	2	2	1
put	take	0	1	0	1	1	0	4	0	0	2
rip	detach	2	4	4	6	6	2	2	3	2	3
wear	remove	0	2	0	3	1	2	1	0	0	0
disallow	bend	0	1	0	3	1	0	0	0	0	0
break	reply	0	1	0	3	1	0	0	0	0	0
separate	teach	0	1	0	3	1	0	0	0	0	0
steal	keep	1	2	5	6	1	0	2	0	1	2
accept	refuse	0	2	0	4	1	0	0	0	0	4
draw	write	2	3	2	6	5	5	1	3	1	2
swim	drown	1	1	0	3	1	0	0	0	0	3
mow	plow	1	3	4	6	2	2	2	0	2	4
change	renounce	1	2	5	6	3	0	2	3	1	0
compute	analyze	3	4	4	6	4	5	5	3	3	6
demolish	wreck	4	5	6	6	6	6	6	6	5	6
surpass	outnumber	1	3	3	4	4	6	5	5	5	2
tell	respond	1	1	4	6	1	3	4	1	1	2
scramble	mix	3	4	5	6	6	0	5	5	3	6
remove	evict	2	5	4	6	4	3	4	3	1	5
argue	agree	0	1	0	3	1	1	0	0	0	4
ask	please	0	3	1	3	1	0	1	0	1	0
walk	refuse	0	1	0	2	1	0	1	0	0	0
realize	set	0	1	0	1	1	2	2	0	0	0
soak	bleach	1	3	0	3	1	6	3	0	1	0
hate	disgust	2	5	3	6	3	6	1	2	1	1
perish	dissolve	3	5	2	6	2	0	2	0	0	1
acknowledge	exist	0	3	1	3	1	1	2	2	1	0
erupt	burst	2	4	5	6	2	6	4	5	4	4
decay	deteriorate	3	3	6	6	6	5	5	6	3	6
beat	strike	3	5	4	2	2	1	4	6	4	6
show	hide	0	2	0	5	1	0	0	0	0	5
attract	like	1	2	3	3	1	0	5	4	1	0
kill	crush	1	3	3	1	2	3	2	2	1	0
create	imagine	3	5	4	3	1	4	5	3	1	0
whistle	hum	1	5	2	6	1	5	3	1	2	4
preview	review	1	4	4	6	1	5	5	0	1	4
judge	comprehend	1	3	1	3	2	0	4	0	1	0
steal	abduct	3	3	5	3	6	3	4	3	2	2
seize	catch	4	5	3	6	1	4	4	0	1	0
stay	please	1	2	0	1	1	3	3	0	0	0
return	reappear	4	4	5	6	1	4	5	1	5	5
wear	erode	0	1	4	2	5	3	3	0	2	0
hop	jump	2	3	6	6	4	6	3	6	1	4
appear	evacuate	0	1	0	2	1	2	1	0	0	0
glide	hang	0	3	1	1	1	3	1	0	0	0
please	like	4	2	2	3	1	0	4	0	1	0
deposit	prosecute	0	2	0	1	1	0	1	0	0	0
assault	attack	3	4	6	6	6	6	5	6	5	5
squeak	guess	1	1	0	1	1	0	0	0	0	0
calculate	compute	3	3	5	3	4	0	5	6	5	6
slide	swing	2	2	2	3	1	5	2	0	0	4
catch	hold	3	3	2	1	4	1	3	1	3	5
flutter	kick	0	0	1	0	2	0	0	0	0	3
conquer	control	3	6	4	3	3	4	3	4	4	5
irritate	nag	3	6	3	2	4	5	1	4	6	6
destroy	kill	6	5	2	4	6	3	5	5	6	5
abduct	capture	4	6	4	2	6	6	3	6	6	4
bump	hit	6	6	4	3	6	5	4	5	3	2
keep	return	0	0	0	0	1	2	0	0	0	1
slay	kill	6	6	6	5	6	6	6	6	6	4
evaluate	judge	5	4	6	5	6	5	5	6	4	5
add	multiply	1	1	1	1	4	4	0	2	0	5
squeeze	dash	4	0	0	0	2	0	0	0	0	1
deny	regret	0	1	0	0	2	0	0	0	2	1
achieve	earn	6	3	3	3	4	6	3	3	1	5
tote	carry	6	6	6	3	2	6	6	3	3	3
pray	hope	5	6	5	1	5	3	3	3	6	5
breathe	sneeze	2	2	1	1	3	3	0	0	1	1
whip	punish	4	4	3	1	6	3	0	4	6	4
vanish	disintegrate	6	5	4	2	2	1	5	5	6	4
deliver	send	6	5	2	1	6	4	3	6	0	4
hold	cuddle	5	5	2	2	5	3	3	3	6	5
hurt	degrade	4	2	3	1	6	3	1	4	6	4
excel	win	5	5	4	1	6	2	2	3	4	5
dismiss	leave	2	5	0	0	6	0	0	4	6	4
refuse	deny	5	6	4	2	6	6	5	3	5	5
grasp	clench	6	6	6	5	6	5	5	5	6	3
decide	think	2	0	5	1	5	1	2	4	3	5
be	become	5	4	1	1	4	5	0	4	5	6
lounge	freeze	0	0	0	0	2	0	0	0	0	1
collect	please	0	0	0	0	2	0	0	0	0	1
disprove	reject	6	5	3	1	3	4	3	3	6	4
upset	overwhelm	4	1	2	1	3	3	3	4	6	2
let	forbid	0	0	0	0	1	1	0	0	0	1
calculate	add	6	5	1	2	5	4	1	1	6	5
do	participate	6	6	2	2	4	5	5	6	6	6
solve	compute	5	4	3	2	4	1	3	0	5	4
show	perform	5	5	3	2	4	0	5	5	6	2
yield	capitulate	0	6	6	5	5	6	6	0	0	1
fold	inform	0	0	0	1	1	0	0	0	0	4
ride	drive	2	4	1	1	6	4	0	4	3	5
deny	repress	6	5	5	3	5	3	3	0	6	1
strive	survive	1	5	1	1	1	1	0	0	3	3
see	meet	4	1	2	3	6	3	5	0	5	3
ask	suggest	6	6	0	2	6	1	2	2	0	1
search	examine	6	6	4	3	6	5	3	4	6	5
munch	chew	6	6	6	5	6	5	6	5	6	5
slide	fall	4	3	4	2	4	3	1	1	0	1
break	replace	0	0	0	0	2	0	0	0	0	1
win	play	0	0	0	0	4	1	0	0	0	2
hate	damn	4	6	1	2	5	0	1	5	6	5
implode	crush	0	0	3	5	3	3	5	1	2	5
criticize	remark	1	1	1	1	5	4	1	2	0	3
punish	deny	1	1	0	2	5	3	2	2	2	0
inspect	observe	0	6	4	4	6	4	5	3	4	3
walk	ride	0	1	0	1	1	0	1	0	1	1
inhale	feed	1	0	1	1	0	1	1	3	2	0
destroy	hurt	3	5	3	3	4	2	5	4	3	2
go	begin	0	3	3	2	3	1	3	5	2	4
promise	break	0	0	0	1	0	0	1	0	0	0
hurt	smash	2	3	2	2	4	4	3	4	3	1
swap	fly	0	0	1	1	3	0	1	0	0	0
appear	reappear	1	1	4	4	5	2	3	2	2	4
attend	argue	1	0	1	1	2	0	1	0	1	0
detach	attach	0	0	0	1	0	0	1	0	0	0
block	stop	5	6	6	6	5	5	5	5	3	5
descend	come	1	1	4	1	4	1	1	2	2	0
leave	evacuate	4	5	6	2	6	5	5	5	2	5
drive	permit	1	0	1	1	3	0	1	0	0	0
originate	create	6	0	3	1	4	5	5	2	3	5
reproduce	breed	6	6	6	5	6	6	5	6	5	6
help	criticize	0	0	0	1	2	0	1	0	0	0
wiggle	dance	3	3	4	1	4	3	5	3	2	3
soak	stain	2	0	1	1	3	1	1	1	1	0
search	strip	3	0	0	1	3	0	1	0	2	0
forget	recall	0	0	0	1	0	0	1	0	0	0
grasp	take	5	4	4	1	2	5	3	4	1	3
break	sprain	2	3	2	3	3	2	3	3	3	3
pick	analyze	3	0	3	1	4	0	1	3	1	0
flex	relax	0	0	1	1	0	0	1	0	1	0
weave	spin	0	3	3	3	4	4	3	2	3	1
drive	operate	4	1	2	2	4	4	3	3	2	5
have	earn	1	0	3	1	3	2	1	2	1	2
talk	console	2	0	1	2	4	3	1	2	2	1
sprinkle	dash	0	1	5	1	0	1	1	0	1	2
ignore	hurt	2	0	2	2	5	0	1	2	2	0
reappear	fix	0	0	2	1	0	0	1	0	2	0
accuse	defend	0	0	0	1	0	0	1	0	2	0
slap	kick	1	5	1	2	3	0	3	4	1	1
solve	lend	0	0	1	1	4	0	1	0	3	0
pardon	forgive	6	6	6	6	5	5	5	5	4	6
sell	borrow	0	0	1	1	0	0	1	0	1	0
suck	sip	2	2	3	2	4	0	3	3	3	3
overcome	exceed	0	0	4	4	3	1	5	2	3	6
attend	miss	0	0	0	1	0	0	1	0	1	0
promise	choose	0	0	2	1	3	0	1	0	2	0
cough	yawn	0	1	1	1	2	0	1	1	2	1
dismiss	release	5	3	5	1	2	2	5	3	4	5
pardon	grant	5	0	5	1	1	0	1	4	3	2
defend	stand	0	0	1	1	2	0	1	3	2	0
tan	blush	0	0	3	1	0	0	1	1	1	0
cast	play	5	1	0	3	3	3	1	3	3	5
judge	decide	2	4	5	4	5	6	2	5	5	3
forgive	understand	0	1	1	1	3	2	3	2	4	2
jerk	pull	6	1	3	3	5	4	5	0	4	2
buzz	fly	2	2	3	3	5	3	0	0	2	2
solve	find	5	4	3	4	5	3	5	3	5	0
tell	squeal	6	2	3	2	5	2	3	3	2	1
capture	seize	6	5	3	4	5	4	6	5	6	6
call	bluff	2	1	1	1	1	3	1	1	2	3
breathe	choke	2	1	0	0	0	0	1	0	1	3
lower	lift	2	1	1	0	0	0	3	0	2	0
drift	fade	6	3	2	2	3	1	5	4	4	6
bend	break	2	2	3	1	3	3	4	3	3	4
meet	swap	1	1	1	1	1	0	5	0	1	0
launch	deposit	1	1	2	1	2	3	3	0	1	1
sell	suggest	1	5	1	2	1	2	0	1	3	0
produce	reproduce	1	3	2	3	5	5	4	4	5	4
educate	inform	6	4	5	4	5	5	5	5	6	6
accomplish	overcome	2	2	3	4	5	1	4	3	5	6
exist	die	1	1	0	0	0	0	3	0	2	0
stop	stay	4	4	3	3	0	5	3	6	5	6
overcome	go	1	2	1	2	3	1	2	3	3	4
assume	presume	1	3	3	5	0	1	5	5	6	6
prosper	fail	1	1	0	0	0	0	0	0	1	0
claim	accuse	6	1	0	3	0	4	5	2	3	0
disprove	prove	1	1	3	0	0	0	3	0	0	3
surprise	guess	1	1	1	1	3	0	1	0	1	0
steal	kidnap	6	3	5	3	5	1	4	2	5	3
separate	join	1	1	0	0	0	0	0	0	0	0
visit	talk	2	2	1	3	2	0	1	2	1	0
scratch	pick	6	4	2	3	1	0	2	1	3	4
send	return	1	2	1	0	0	0	0	1	3	4
show	preview	4	5	3	2	3	5	2	4	3	3
leave	escape	4	2	4	3	3	4	3	2	5	4
spend	pay	6	1	3	4	4	5	4	5	4	4
integrate	gather	1	1	0	2	3	2	4	2	4	3
pretend	imagine	6	5	0	3	3	4	6	5	6	4
grab	tackle	6	2	4	3	3	1	4	2	5	5
return	recall	3	3	2	2	3	1	4	4	4	3
lift	evaluate	1	3	0	1	2	0	1	1	1	6
dislike	discourage	3	3	1	1	4	0	0	1	3	6
urge	hurry	1	2	3	2	4	0	5	0	5	2
smear	spread	6	4	5	4	4	1	6	6	6	6
hunt	find	6	4	6	3	4	1	3	6	5	4
organize	gather	1	4	2	3	3	3	2	3	4	4
wiggle	giggle	1	1	1	0	0	0	0	1	1	0
comfort	soothe	6	4	5	4	4	4	5	4	6	2
destroy	corrupt	4	2	4	4	4	4	5	1	4	3
crunch	break	4	3	3	3	4	1	3	2	3	3
catch	lose	4	1	0	0	0	0	0	1	0	0
hold	pause	3	4	1	4	5	2	5	3	5	4
protect	keep	1	3	1	2	4	0	0	3	6	4
punish	hit	1	3	0	5	5	6	0	4	0	3
understand	realize	2	6	4	6	5	6	5	5	4	5
lick	taste	0	6	1	3	5	6	0	1	2	6
hurt	cry	1	0	0	2	4	3	0	2	3	0
deal	sell	2	5	0	5	4	0	2	4	0	5
lose	defeat	1	4	3	0	5	0	0	1	0	0
release	loosen	0	5	2	4	2	6	3	1	1	4
depart	fly	0	4	0	1	3	2	0	3	3	1
travel	perform	0	0	0	0	1	0	0	0	1	0
restore	replace	1	4	4	5	3	0	4	3	0	2
count	evaluate	2	5	3	4	2	3	0	3	3	3
swear	foil	1	0	0	0	2	0	0	0	0	0
lift	tow	0	1	3	1	1	0	0	2	2	3
breathe	slice	0	0	0	0	1	0	0	0	3	0
choose	want	1	4	1	3	4	0	0	2	3	0
seem	believe	0	2	1	1	1	0	0	0	0	3
think	suppose	3	6	5	6	3	4	6	3	0	4
release	acquit	3	5	3	4	1	5	6	4	0	5
crunch	crush	1	6	3	6	2	6	5	4	3	2
accumulate	gain	4	6	4	6	5	6	6	6	6	6
notify	announce	4	6	4	6	5	5	6	4	6	5
excuse	lie	3	2	0	1	3	6	4	2	2	0
diminish	deteriorate	5	6	3	3	5	6	5	4	6	3
choke	cough	1	4	1	3	1	0	3	1	4	2
pray	bless	2	2	0	5	2	5	5	3	0	1
pray	kneel	0	1	0	1	1	0	0	3	4	1
examine	study	5	6	4	5	3	6	6	6	4	5
punch	strike	4	5	3	6	4	6	5	5	3	4
jerk	prick	0	0	0	0	2	0	0	1	0	0
die	deteriorate	1	4	0	1	3	3	0	2	0	1
reproduce	recycle	3	0	0	1	3	6	4	3	5	4
give	disown	0	2	0	1	0	0	0	0	0	0
respond	ignore	0	0	0	0	0	3	0	0	2	0
hurt	soar	0	0	0	0	3	0	0	1	0	0
integrate	wiggle	0	0	0	0	1	0	0	2	0	0
help	hurt	0	0	0	0	0	0	0	0	0	0
rationalize	justify	4	6	4	6	5	6	5	6	5	6
hold	hug	3	6	2	6	5	5	6	5	6	2
get	buy	1	5	3	5	4	6	5	5	4	5
engage	supply	0	0	1	0	1	1	0	1	0	0
comprehend	remain	0	0	0	0	0	0	0	1	0	0
bend	decide	0	0	1	0	1	0	0	0	0	0
lead	organize	0	4	4	5	4	4	4	4	0	0
sing	hum	1	5	4	5	1	3	3	4	6	4
retreat	advance	1	0	0	0	0	0	0	1	0	0
treat	buy	0	1	1	4	3	5	4	3	6	3
request	want	0	5	4	5	6	6	0	3	6	4
usurp	use	0	2	0	2	0	0	0	4	0	1
know	suggest	0	1	0	1	4	1	3	1	0	0
hear	tell	0	0	0	1	0	1	0	1	0	2
hug	discuss	0	0	0	0	1	0	0	0	0	0
stop	move	0	0	0	0	0	0	0	0	0	0
inspect	search	1	6	4	5	4	5	6	4	1	2
sting	burn	1	5	3	2	6	4	0	1	5	4
justify	clarify	4	6	0	5	5	1	1	0	1	3
take	replace	0	3	2	0	1	1	0	0	0	0
beat	blend	1	3	0	6	4	3	2	2	4	0
make	do	1	1	4	2	3	4	1	3	5	1
cry	cheat	0	0	0	0	0	1	0	0	0	0
win	achieve	2	4	5	6	4	4	6	4	6	6
snap	crack	2	5	4	5	6	4	4	1	4	6
succeed	attempt	0	0	0	2	4	1	0	1	4	1
die	smother	1	1	1	1	1	2	4	1	3	1
offend	embarrass	1	3	4	4	5	3	1	1	4	1
dip	chew	4	1	0	0	0	1	3	2	1	0
lend	sting	0	0	0	0	0	0	0	0	0	0
integrate	drown	0	0	2	0	0	0	0	0	0	0
forget	decay	0	2	0	1	0	0	1	1	0	0
deceive	cheat	3	6	5	5	6	4	6	3	6	6
persuade	argue	2	4	3	3	3	4	0	3	5	5
break	erode	1	5	1	1	3	4	4	0	5	5
choke	swallow	0	1	1	0	0	1	0	0	0	0
wrap	swap	0	0	0	0	0	1	0	0	0	0
tow	follow	1	5	1	2	2	1	0	0	1	5
forgive	beg	0	1	2	0	0	1	0	0	0	0
entertain	show	1	3	3	3	4	4	3	3	4	3
forgive	forget	0	0	1	0	3	1	0	0	1	0
humiliate	comfort	0	0	0	0	0	0	0	0	0	0
scare	cry	0	0	1	0	0	0	0	0	0	1
kill	live	0	0	0	0	0	0	0	1	1	0
get	go	0	1	2	0	0	1	0	0	0	0
destroy	slay	2	5	5	3	3	4	6	5	5	5
exchange	return	3	4	4	3	4	2	6	2	5	0
punch	stamp	1	5	4	1	1	4	2	3	3	2
tear	remove	1	4	3	0	2	4	0	3	5	0
destroy	explode	1	2	4	6	3	2	0	1	5	1
sing	rejoice	2	1	3	2	2	4	1	1	3	0
recruit	get	2	1	5	5	5	4	6	4	4	3
correct	disintegrate	0	0	0	0	0	0	0	0	0	0
entertain	enjoy	1	3	3	3	1	1	0	0	1	1
grasp	release	0	0	0	0	0	0	0	0	0	0
humiliate	laugh	0	0	0	0	0	1	0	0	0	0
dismay	upset	4	6	5	4	3	2	6	1	6	3
deal	manage	1	5	5	5	6	4	6	1	4	0
kill	demolish	1	4	4	6	2	4	1	3	2	4
punish	renounce	0	0	0	0	2	1	0	2	2	1
glow	shine	4	6	6	5	6	4	6	4	5	6
hold	capture	4	5	4	5	5	3	6	5	5	6
respond	talk	3	2	3	5	3	3	3	4	3	1
drip	sink	1	2	1	0	0	3	0	0	5	0
follow	search	2	2	0	3	0	2	3	3	0	0
justify	argue	4	2	1	3	4	3	3	6	3	4
affect	touch	1	2	3	2	0	1	3	5	2	3
win	fight	3	2	1	1	1	2	0	3	1	1
hope	drive	3	2	0	0	0	0	0	2	0	0
split	crack	6	4	4	5	3	5	6	5	5	5
acquire	buy	6	2	4	5	4	4	5	6	4	4
delay	pause	6	6	5	6	4	3	5	4	5	5
snap	bite	6	4	5	4	2	5	5	4	1	3
lose	gain	1	0	0	0	0	1	0	0	0	0
overcome	triumph	6	5	4	5	5	6	5	6	5	5
solve	discover	4	0	1	3	3	0	2	3	2	1
save	restore	3	0	0	0	4	1	2	5	0	2
hustle	dance	6	0	4	2	1	0	0	4	2	4
take	acquire	6	0	4	5	5	4	4	5	0	5
agree	please	4	2	5	3	4	2	3	5	1	4
descend	leave	4	2	1	4	2	1	1	1	0	0
change	turn	3	1	3	2	1	2	3	4	2	4
calculate	concentrate	1	3	3	3	4	2	0	3	1	2
cheat	win	1	0	0	0	0	4	0	1	0	0
elect	win	6	0	0	4	3	5	0	5	1	1
associate	know	6	5	5	4	3	4	2	2	5	4
disappear	erode	6	3	1	5	5	1	3	3	1	5
assume	know	1	1	1	3	1	3	0	0	3	2
tell	remark	6	4	4	4	4	2	4	6	2	2
beware	warn	6	4	4	5	5	5	6	3	5	0
join	unite	6	5	6	5	6	5	6	6	5	6
purchase	wait	1	0	0	0	0	4	0	0	0	0
tell	describe	6	4	4	5	5	5	4	5	4	4
overcome	surpass	6	3	4	5	5	4	6	6	5	1
wipe	spill	1	0	0	0	0	3	1	1	0	0
defend	help	3	2	4	4	5	4	2	6	1	3
miss	cook	1	0	0	0	0	0	0	0	0	0
catch	throw	1	0	0	0	3	4	3	1	0	0
hit	punch	1	5	6	5	5	4	4	6	4	6
allow	refuse	1	0	0	0	0	5	0	1	0	0
commit	dedicate	6	4	5	4	6	5	4	4	5	5
add	attach	6	4	4	5	3	3	4	4	6	5
die	condemn	6	0	0	0	1	1	0	0	0	0
conspire	protest	3	0	0	0	3	2	1	0	2	0
suppose	predict	6	3	5	0	4	4	4	4	3	2
come	bring	6	0	1	0	1	2	0	0	0	1
evaluate	examine	6	5	6	5	6	2	3	5	5	4
know	perceive	3	0	4	3	4	4	3	5	2	2
split	leave	4	0	1	0	4	5	0	0	1	3
hurry	rush	6	6	6	6	6	6	5	6	6	6
breathe	exhale	6	4	5	1	6	6	4	6	4	5
repeat	slap	1	0	0	0	0	1	0	0	0	0
return	apply	1	0	2	0	0	3	1	0	1	1
inhale	breathe	6	4	4	5	4	6	6	5	4	4
dash	walk	4	2	4	1	3	3	1	4	3	2
yell	criticize	2	0	1	0	1	1	1	1	1	3
possess	decorate	0	0	1	0	0	1	1	0	1	0
do	achieve	3	5	4	4	2	5	4	4	5	5
assume	tumble	0	0	2	0	0	1	0	0	0	0
launch	set	0	3	2	2	1	1	1	0	0	1
keep	capture	5	5	3	3	2	6	4	2	4	1
despair	dismay	6	3	3	0	4	5	1	6	6	2
approve	change	0	0	2	0	0	2	0	0	0	2
steal	give	0	0	2	0	0	2	0	0	0	0
bother	frustrate	5	2	3	5	3	4	6	5	6	5
renounce	reject	6	2	3	5	5	4	6	4	6	4
renounce	repress	2	0	2	0	2	1	0	4	3	2
observe	analyze	6	5	4	4	1	4	5	2	2	3
disturb	interrupt	6	6	4	5	3	6	5	5	6	6
rattle	shake	6	0	3	4	3	6	5	5	4	6
blame	accuse	6	6	4	5	3	6	6	5	4	6
separate	drift	5	0	3	0	3	3	4	6	5	5
remember	remind	5	6	1	0	2	5	6	3	3	5
wait	stay	5	4	2	3	4	5	5	4	4	3
overpower	dominate	6	6	2	4	5	5	6	6	6	5
weep	notify	0	0	1	0	0	1	0	0	0	0
rap	speak	2	0	1	2	1	4	3	4	2	2
disown	neglect	4	4	3	1	3	5	1	4	2	2
throw	overpower	3	0	2	0	4	4	1	0	3	2
hate	disown	5	2	2	0	3	3	4	4	3	1
comfort	help	6	0	3	1	4	5	5	5	4	4
walk	shuffle	4	0	3	3	3	5	1	6	4	3
restore	repair	6	6	3	5	4	5	6	6	5	5
toss	fling	6	6	3	4	5	6	4	6	5	4
play	amuse	4	3	2	0	2	5	1	4	6	2
survive	struggle	1	2	1	1	2	5	1	0	3	4
sit	jump	1	0	1	0	1	4	0	0	0	1
leave	take	0	0	1	0	1	3	0	0	1	1
remind	think	3	4	1	0	2	3	1	3	1	2
rationalize	think	6	5	3	4	5	5	5	4	4	4
attempt	do	2	3	2	2	4	5	6	5	4	2
put	transplant	5	3	1	2	3	3	0	3	5	1
hold	seize	4	0	3	0	2	4	6	4	1	5
run	skip	4	0	1	2	2	4	2	4	4	2
evict	throw	5	2	1	0	2	3	0	0	4	2
rebel	protest	6	6	4	1	4	6	5	5	6	3
become	make	5	0	2	0	1	5	6	0	4	2
grab	seize	5	3	4	5	4	5	4	4	5	4
sing	float	1	0	2	0	0	1	0	0	0	0
justify	believe	2	0	4	0	0	4	2	0	3	4
review	read	5	0	3	0	0	5	2	4	4	3
dismiss	excuse	6	1	2	0	5	5	0	6	5	3
refuse	dislike	3	3	6	1	3	5	2	2	3	0
acquire	tear	1	0	0	0	1	2	0	0	0	0
sniff	scratch	0	0	0	0	0	2	1	0	0	0
forbid	allow	0	0	0	0	0	1	0	0	0	0
take	reap	3	6	6	4	4	3	4	5	5	2
lose	earn	0	0	0	0	0	1	0	0	0	0
mix	drink	0	0	0	0	0	3	1	0	1	0
move	flow	4	3	6	4	4	2	5	3	5	4
capture	escape	0	0	0	0	0	3	0	0	0	0
play	set	1	2	0	0	1	2	0	0	0	0
say	poise	4	5	3	0	4	1	0	0	2	0
roam	draw	0	0	0	0	0	1	0	0	2	0
dump	throw	1	3	4	2	2	4	1	5	3	0
fly	flap	2	4	0	3	2	4	6	1	4	0
spring	bounce	5	6	6	5	6	4	6	5	5	5
give	sell	3	0	0	0	2	3	2	0	3	1
compute	add	4	3	6	2	4	3	5	0	5	5
persuade	beg	3	5	4	1	4	3	5	2	3	2
retreat	leave	5	6	6	4	5	4	6	5	5	5
wander	search	5	6	6	4	4	5	4	1	3	4
lose	control	0	0	0	0	0	1	0	0	0	0
fight	kill	3	4	0	3	4	5	2	0	1	3
scream	kick	0	2	0	2	2	4	1	0	1	0
rob	give	0	0	0	0	0	1	0	0	0	0
spell	write	2	6	2	3	5	3	5	2	4	0
yell	roar	6	5	5	5	6	4	5	1	5	3
hatch	escape	0	4	5	1	1	3	4	0	3	2
spring	fling	5	3	0	3	2	3	2	0	4	4
frustrate	overwhelm	5	5	2	3	4	2	1	0	5	4
bite	ask	0	0	0	0	0	1	0	0	0	0
debate	argue	5	6	5	2	5	4	5	5	5	6
drink	sip	6	4	5	3	6	5	6	2	4	5
accept	like	5	4	5	3	2	3	4	2	4	5
transplant	remove	1	2	0	3	3	2	4	4	2	0
grab	reach	5	6	6	3	4	3	6	5	3	2
let	give	6	6	0	3	3	3	3	0	5	0
tap	abduct	0	0	0	0	1	2	0	0	0	0
fasten	attach	6	6	6	5	6	4	6	5	5	2
cry	punish	0	2	0	0	0	4	0	0	1	0
tow	haul	6	4	6	5	5	4	6	5	5	6
want	demand	5	6	0	1	5	5	4	0	1	0
take	abduct	5	6	6	4	5	5	6	0	4	4
punish	obey	0	1	0	0	0	1	0	0	0	0
defend	justify	5	6	5	3	6	3	4	4	5	0
lay	stand	0	1	0	0	0	3	0	0	0	0
reject	take	0	0	0	0	0	2	0	0	0	0
console	comfort	5	6	6	5	6	5	6	0	5	6
meet	visit	5	6	6	3	5	5	5	0	4	5
incline	tend	6	6	0	4	5	4	2	0	4	0
guess	choose	1	4	0	2	4	2	5	0	3	0
pay	buy	5	5	3	2	4	3	0	4	3	4
become	appear	2	1	2	0	3	0	0	5	2	2
learn	understand	5	5	4	2	4	4	0	5	4	5
give	exchange	2	0	1	1	3	3	0	3	1	5
hit	pat	2	2	0	3	4	3	2	4	2	2
knock	tap	4	4	1	3	5	4	2	4	3	2
diminish	shrink	4	6	4	4	5	5	0	5	4	5
crave	need	5	5	5	4	5	4	0	5	5	6
associate	connect	5	5	4	4	6	4	0	5	4	5
fade	vanish	5	5	5	3	5	5	0	6	5	3
wrap	tie	5	4	5	1	5	3	0	2	2	5
capture	get	2	4	4	1	5	3	0	2	5	4
think	feel	3	4	2	1	4	2	0	0	2	2
design	invent	4	5	6	4	4	5	0	3	4	4
make	break	0	0	1	0	0	0	0	0	0	0
grant	assume	0	0	1	0	1	0	0	5	1	4
learn	retain	0	2	1	0	2	4	0	4	2	2
claim	sue	0	4	2	0	5	3	0	2	1	0
talk	communicate	6	5	6	3	4	6	1	6	4	4
hate	dislike	5	5	1	2	5	5	1	5	5	5
dispose	bias	0	0	0	0	0	0	0	0	2	1
kill	poach	2	4	1	1	4	1	0	5	1	1
capture	chase	2	0	3	0	1	1	1	2	0	3
hurt	criticize	2	3	3	1	3	2	0	3	1	4
burn	fry	5	5	5	2	1	4	1	4	3	5
lay	sit	5	0	1	1	2	3	0	2	1	3
acknowledge	notify	1	3	0	2	0	0	0	3	0	3
stop	hamper	4	4	1	2	2	3	1	5	4	4
put	give	2	0	1	2	1	2	0	5	2	3
